fire_name,fire_size,fire_size_class,Cause,latitude,longitude,state,discovery_month,putout_time,discovery_year,Vegetation,fire_mag,Temp_cont,Wind_cont,Hum_cont,remoteness
JOHNSONVILLE SCHOOL ROAD 2,1,B,Debris Burning,35.3032,-79.10258333,NC,Dec,0,2012,15,0.1,0,0,0,0.108136511
BACHELOR CREEK,1,B,Lightning,65.5039,-146.0283,AK,May,1,2011,0,0.1,0,0,0,0.771955249
WAGON WHEEL,3,B,Arson,31.08333333,-89.01,MS,Apr,1,1996,12,0.1,12.41666667,2.079166667,39.79166667,0.199846747
FY2014-OCONEE-001,3.8,B,Debris Burning,33.74891667,-83.35502778,GA,Nov,0,2013,16,0.1,0,0,0,0.146832453
SPLINTER,8,B,Lightning,43.2903,-102.2754,SD,Jul,0,2001,9,0.1,0,0,0,0.317434229
AIRPORT,15.2,C,Arson,33.646283,-116.1289,CA,Jun,0,2013,16,1,0,0,0,0.458612151
FY2013-RICHMOND-011,4.83,B,Debris Burning,33.34894722,-82.04959167,GA,Jan,0,2012,16,0.1,0,0,0,0.135461559
FRIENDLY,15,C,Arson,33.2,-79.58333333,SC,Mar,0,1995,16,1,-1,-1,-1,0.113733845
BALFOUR 2,2,B,Miscellaneous,37.925833,-121.775,CA,Oct,0,2014,0,0.1,0,0,0,0.513540339
16 MILE CREEK RIGHT HAND FORK,23,C,Arson,38.6625806,-82.10191978,WV,Mar,0,1999,0,1,-1,-1,-1,0.132798852
CRA13818841,2,B,Debris Burning,35.48665,-94.37261,AR,Mar,0,2014,15,0.1,0,0,0,0.246335648
BLOOD CREEK,1,B,Debris Burning,43.85666667,-85.77333333,MI,May,0,1995,9,0.1,-1,-1,-1,0.163588421
FY2002-BULLOCH-125,3.17,B,Arson,32.3378,-81.5277,GA,Mar,0,2002,12,0.1,0,0,0,0.131531184
OR-MAF-2014-14410,1,B,Lightning,44.62361111,-118.4905556,OR,Aug,2,2014,15,0.1,10.82916667,1.279166667,0,0.477254772
NO 4,2,B,Lightning,48.0166,-110.2858,MT,Jul,0,1999,15,0.1,-1,-1,-1,0.39425343
COTTONWD#2,3,B,Lightning,42.3499,-111.8841,ID,Jul,0,1996,9,0.1,0,0,0,0.411610028
JOHNNY,30,C,Lightning,36.06861111,-106.8847222,NM,Aug,28,2000,0,1,21.85714286,2.045833333,45.39583333,0.365377337
RL520,3,B,Miscellaneous,47.8761,-95.0178,MN,May,0,2002,15,0.1,0,0,0,0.247515758
FY2012-BLECKLEY-008,3.8,B,Debris Burning,32.4705535,-83.34063456,GA,Aug,0,2011,12,0.1,0,0,0,0.147585409
ROLLER COASTER,479,E,Debris Burning,35.2078,-96.4908,OK,Feb,3,2008,15,10,5.897196262,6.703738318,57.8364486,0.266334
E. SHARP,10,C,Smoking,43.3833,-102.3338,SD,Oct,0,1992,9,1,-1,-1,-1,0.3179639
SALT CREEK,4,B,Powerline,43.41228,-106.28533,WY,Sep,0,2011,9,0.1,0,0,0,0.356166269
FY2001-MILLER-032,2.71,B,Debris Burning,31.139,-84.8745,GA,Jan,0,2000,12,0.1,0,0,0,0.162316935
TWIN PEAKS,10204,G,Lightning,38.7514,-112.7089,UT,Jul,16,2006,0,100,28.66371681,3.208849558,40.39823009,0.421364004
TUBE,240,D,Lightning,34.94547,-108.11457,NM,Jul,4,1994,16,3,28.04375,6.032291667,72.85416667,0.378087649
FIXICO,40,C,Miscellaneous,34.9208,-96.5903,OK,Oct,0,2005,16,1,0,0,0,0.267447615
MT. MISERY,0.7,B,Missing/Undefined,34.28125,-78.04976667,NC,Feb,0,2011,16,0.1,0,0,0,0.099544789
INC 194,0.7,B,Lightning,44.4952778,-122.181389,OR,Aug,0,2010,15,0.1,0,0,0,0.5150448
COORS FIRE,7.5,B,Arson,34.937,-106.7025,NM,Oct,1,2006,16,0.1,5.958333333,3.5,50.01388889,0.364285466
GAP,0.75,B,Lightning,40.25222222,-122.9608333,CA,Jun,1,2015,14,0.1,-1,-1,-1,0.524634413
ROCKY BRANCH,33,C,Miscellaneous,37.07638889,-83.63277778,KY,Mar,0,2009,0,1,-1,-1,-1,0.147289124
(SL) DEL MUNDO (301),300,E,Children,27.5179,-80.3618,FL,May,2,2010,12,10,-1,-1,-1,0.125064858
RODGERS CREEK,3.2,B,Debris Burning,47.0227,-112.1549,MT,Apr,0,2009,15,0.1,0,0,0,0.412964413
PRAIRIE,1,B,Debris Burning,33.1351,-111.9707,AZ,Jul,0,1993,16,0.1,0,0,0,0.417337458
FY2002-WARE-069,18.75,C,Debris Burning,31.2753,-82.4375,GA,Apr,0,2002,12,1,-1,-1,-1,0.140402089
BROCKTON,1,B,Campfire,48.1461,-104.9175,MT,Mar,0,1992,15,0.1,0,0,0,0.341703327
SCISSORS,103,D,Arson,33.33333333,-86.09027778,AL,Jul,0,2000,16,3,0,0,0,0.171695732
LITTLEBLAC,30,C,Lightning,65.8163,-143.0191,AK,Jun,127,2004,0,1,-1,-1,-1,0.738776773
CLARE 12,1.7,B,Missing/Undefined,43.9817,-84.79523,MI,May,0,2013,9,0.1,0,0,0,0.154739499
FY2013-MACON-014,4.14,B,Debris Burning,32.34950278,-83.94634444,GA,Jan,0,2012,12,0.1,0,0,0,0.153092847
IRONWOOD DR. FIRE,2.5,B,Miscellaneous,35.49425,-78.812283,NC,Feb,0,2015,15,0.1,0,0,0,0.105469273
BLACKHAWK,144,D,Lightning,30.46361111,-95.66805556,TX,Jul,0,2000,12,3,0,0,0,0.261931092
OLD LOCUST CREEK RD,2,B,Equipment Use,35.90865,-87.24875,TN,Nov,0,2010,15,0.1,-1,-1,-1,0.180545643
8044,46,C,Debris Burning,30.184,-95.08,TX,May,0,2014,12,1,-1,-1,-1,0.256647635
STATION TRAIL (51),52,C,Arson,28.3131,-82.572,FL,Mar,3,2015,12,1,-1,-1,-1,0.143985718
WHISKEY SP,31.5,C,Lightning,42.8449,-117.0432,OR,Aug,1,2003,4,1,21.26923077,3.084615385,56.61538462,0.463147677
TH1814,7,B,Arson,47.9917,-99.0421,ND,Apr,0,1995,15,0.1,0,0,0,0.28539031
FIVE POINT,160,D,Lightning,41.0827,-117.2846,NV,Jul,0,1997,15,3,0,0,0,0.466261674
TIRE,22,C,Miscellaneous,33.61805556,-82.10388889,SC,Mar,0,2007,16,1,0,0,0,0.13576246
CLARKS PK,5,B,Lightning,32.7679,-108.6839,NM,Jul,2,2001,12,0.1,-1,-1,-1,0.385119393
560,20,C,Arson,34.1001,-94.7669,OK,Nov,0,1995,16,1,-1,-1,-1,0.250889508
HORN,30,C,Lightning,43.63141,-102.56404,SD,Sep,0,2000,9,1,0,0,0,0.320094238
HOLY,12,C,Miscellaneous,33.3651,-110.4357,AZ,Jul,1,2004,16,1,29.54166667,3.1875,10,0.401967418
ANITAPASTU,50,C,Debris Burning,26.3254,-80.9665,FL,Feb,0,1997,12,1,-1,-1,-1,0.131493647
MILL DAM 2,1,B,Arson,29.17333333,-81.85166667,FL,Jun,0,1998,12,0.1,0,0,0,0.136850613
FIRST BOX,1,B,Lightning,37.34277778,-107.3291667,CO,Aug,6,2003,0,0.1,21.40131579,2.428289474,51.93421053,0.368999499
KEENEY,7,B,Lightning,43.9191,-117.1518,OR,Aug,1,1998,9,0.1,28.58333333,2.195833333,33.54166667,0.463890058
LAKE MOUNT,1,B,Lightning,42.341,-110.4549,WY,Sep,1,1996,9,0.1,52,0,0,0.397450961
LOOKOUT,3.6,B,Equipment Use,37.1241667,-101.909444,KS,Mar,0,2010,0,0.1,0,0,0,0.316650696
DUMP 2,2,B,Debris Burning,48.3032,-118.2094,WA,Jul,0,1992,15,0.1,0,0,0,0.473573404
FY2000-HALL-023,4.13,B,Arson,34.2926,-83.7851,GA,Feb,0,2000,16,0.1,0,0,0,0.15032274
FY2013-BALDWIN-008,1,B,Campfire,33.138225,-83.20430556,GA,Oct,0,2012,16,0.1,0,0,0,0.145899484
DEEP CREEK,1,B,Lightning,46.5053,-106.2939,MT,Aug,0,2005,15,0.1,0,0,0,0.355394076
PIPKIN HILL,5,B,Arson,34.60666667,-89.205,MS,Feb,0,1996,16,0.1,0,0,0,0.19916672
BOULDER,3,B,Miscellaneous,34.6667,-117.1675,CA,May,0,1993,16,0.1,-1,-1,-1,0.468435763
25,1,B,Smoking,37.46,-97.2,KS,Jan,0,2014,0,0.1,0,0,0,0.271707444
LANCASTER,19,C,Debris Burning,31.14694444,-94.88,TX,Feb,1,2006,12,1,2.375,2.377777778,55.41666667,0.254032503
NEW COLONY DR,0.7,B,Missing/Undefined,36.49585,-76.0628,NC,Jun,0,2011,0,0.1,0,0,0,0.080866586
FORT GATES 13,81,C,Miscellaneous,29.41805556,-81.66972222,FL,Apr,4,2000,12,1,-1,-1,-1,0.135032874
FORNET,9,B,Arson,33.9,-116.73,CA,Jun,0,1996,16,0.1,0,0,0,0.464509715
1551044,50,C,Miscellaneous,38.07,-95.36,KS,Mar,0,2015,0,1,-1,-1,-1,0.254107602
COLD SPRINGS RANCH #470,1,B,Equipment Use,44.30167,-121.59028,OR,Aug,0,2015,15,0.1,0,0,0,0.509023882
PASSN ZONE,2,B,Smoking,35.4876,-83.1901,NC,Nov,0,1999,15,0.1,-1,-1,-1,0.144250846
RL523,1,B,Debris Burning,47.8777,-94.9308,MN,Apr,0,2003,15,0.1,0,0,0,0.246702482
ELK RUN,0.56,B,Lightning,33.87916667,-107.4930556,NM,Jun,0,2006,16,0.1,-1,-1,-1,0.372688766
HOLLOWWOOD,1,B,Lightning,45.5889,-106.4822,MT,Aug,0,2000,15,0.1,-1,-1,-1,0.357447362
CRAIG,400,E,Railroad,30.19444444,-82.55472222,FL,Feb,2,2005,12,10,-1,-1,-1,0.142281405
DANS RUN,8,B,Debris Burning,39.53357446,-78.70891985,WV,Apr,0,1996,0,0.1,-1,-1,-1,0.102396141
COLVILLE,3,B,Lightning,45.105,-101.9321,SD,Jul,0,2000,9,0.1,0,0,0,0.313590689
EXCHANGE RD. 1,1,B,Debris Burning,35.452617,-88.31517,TN,Mar,0,2010,15,0.1,0,0,0,0.190517394
ROBIN CREEK 2,1,B,Lightning,48.99,-114.8333333,MT,Sep,1,1995,16,0.1,13.75925926,1.144444444,65.96,0.439387519
THREADGILL,33,C,Arson,35.624333,-88.50433,TN,Feb,0,2007,15,1,0,0,0,0.192137883
BLACKHAWK,4.92,B,Miscellaneous,44.03302,-89.55134,WI,Apr,0,2015,15,0.1,-1,-1,-1,0.197875159
SLIDE CREEK,1430,F,Lightning,46.7175,-115.1875,ID,Aug,50,2006,15,50,18.44790503,1.048324022,58.84078212,0.443343828
F.D.-2,1,B,Arson,35.0647,-98.6386,OK,Jul,1,2011,15,0.1,32.31666667,5.208333333,34.70833333,0.286687225
BREWSTER,5,B,Lightning,45.26,-106.3716667,MT,Jul,1,1996,9,0.1,25.5952381,2.214285714,48.71428571,0.356455978
HONOR,5,B,Children,43.2,-102.7852,SD,Jul,0,2002,9,0.1,0,0,0,0.322362839
TRUMP ISLAND,0.75,B,Miscellaneous,48.5046,-122.8365,WA,Jul,1,2013,15,0.1,0,0,0,0.520901637
GILBERT'S FIRE,15,C,Arson,35.02591666,-79.35211666,NC,Feb,0,2010,15,1,0,0,0,0.110502752
FM 2127,40,C,Equipment Use,33.4544,-98.05806667,TX,Dec,0,2010,16,1,-1,-1,-1,0.282240003
FY2000-WASHINGTON-071,2.35,B,Arson,32.9895,-82.7245,GA,May,0,2000,12,0.1,-1,-1,-1,0.141719467
Q2,58.9,C,Debris Burning,38.38206513,-76.07179884,MD,Feb,0,2014,0,1,0,0,0,0.079928545
FY2015-GWINNETT-002,1.06,B,Debris Burning,34.05221111,-83.98704722,GA,Feb,0,2015,16,0.1,0,0,0,0.152288722
FIRST,6,B,Miscellaneous,39.7152,-115.9017,NV,Apr,0,2000,0,0.1,-1,-1,-1,0.452892355
54,1,B,Arson,47.9853,-98.8692,ND,Apr,0,2006,15,0.1,-1,-1,-1,0.283751698
CEDAR SOUTH,851,E,Miscellaneous,42.1981,-114.8331,ID,Jul,1,2007,9,10,25.02916667,1.891666667,38.375,0.441113708
FY2002-UPSON-043,1.3,B,Debris Burning,32.853,-84.5035,GA,Dec,0,2001,12,0.1,-1,-1,-1,0.157734427
OIL WELL 9 14 11,9.6,B,Arson,35.349517,-85.7188,TN,Sep,0,2011,15,0.1,-1,-1,-1,0.167037886
FY2002-SUMTER-037,0.95,B,Debris Burning,32.0301,-84.1971,GA,Apr,0,2002,12,0.1,0,0,0,0.155571329
C-138 SET2 (57),1.8,B,Arson,30.9516,-86.8992,FL,Jan,0,2011,12,0.1,0,0,0,0.180738709
ROCKY,59,C,Debris Burning,35.13055556,-84.36527778,TN,Apr,0,2002,15,1,-1,-1,-1,0.154992854
GARRISON RIDGE,45.3,C,Miscellaneous,36.8469444,-93.04,MO,Apr,0,2010,0,1,0,0,0,0.233148419
CUBE,1.5,B,Arson,33.3834,-110.434,AZ,Jun,0,1993,16,0.1,0,0,0,0.401938164
GRAPHITE,450,E,Railroad,35.66333333,-82.24833333,NC,Apr,4,1993,15,10,-1,-1,-1,0.13574644
8060,1.7,B,Debris Burning,30.896,-94.3745,TX,Aug,0,2015,12,0.1,0,0,0,0.249506162
ZION RIDGE,4,B,Debris Burning,38.5419,-83.0942,KY,Mar,0,2015,0,0.1,0,0,0,0.141703561
FIRE TOWER,12,C,Debris Burning,37.24060059,-84.83075714,KY,Apr,0,2013,0,1,0,0,0,0.15794533
SOUTH PINE,4,B,Lightning,39.90024,-112.5625,UT,Aug,2,1999,0,0.1,0,0,0,0.419362421
MAHOGANYMT,5,B,Lightning,41.62833333,-119.24,NV,Jul,0,2001,15,0.1,0,0,0,0.485902229
WEST SPRING CREEK,0.8,B,Lightning,45.37666667,-118.4783333,OR,Sep,0,1995,9,0.1,0,0,0,0.476923302
FY2014-TWIGGS-025,3.7,B,Campfire,32.603,-83.37952778,GA,Feb,0,2014,12,0.1,0,0,0,0.147839126
BLACK,2,B,Lightning,33.01166667,-107.9016667,NM,Jun,3,1997,16,0.1,-1,-1,-1,0.377276477
DEADMAN,5.8,B,Lightning,33.44733,-105.14394,NM,Jun,0,2012,16,0.1,0,0,0,0.350097414
973,3,B,Miscellaneous,31.49546789,-89.71475382,MS,Oct,0,2015,12,0.1,0,0,0,0.205984281
SLOANS RIDGE,10137,G,Lightning,44.90027778,-118.2938889,OR,Jul,26,1996,15,100,19.24916944,2.453820598,42.13953488,0.475178
KILPATRICK,15,C,Miscellaneous,44.8231,-113.9858,ID,Aug,1,2006,15,1,17.19444444,1.373611111,53.76388889,0.431763201
LOOKOUT,1475.2,F,Debris Burning,36.4197,-96.408,OK,Mar,6,2010,0,50,10.53076923,3.69047619,68.48214286,0.264834429
FY2013-WEBSTER-014,5.5,B,Debris Burning,32.08247222,-84.59413889,GA,Mar,0,2013,12,0.1,0,0,0,0.159097128
RED BUG ROAD,1,B,Miscellaneous,31.30611111,-94.26472222,TX,Aug,0,2013,12,0.1,0,0,0,0.248171271
DRYWELL,1,B,Miscellaneous,33.1851,-111.8676,AZ,Jun,0,1995,16,0.1,0,0,0,0.416278722
FY2000-MERIWETHER-041,1.76,B,Miscellaneous,33.1273,-84.7497,GA,Jun,0,2000,16,0.1,-1,-1,-1,0.159755998
64QBCPER00,1,B,Miscellaneous,39.8136,-104.9017,CO,Jul,0,2000,0,0.1,0,0,0,0.344139642
TEN HORSE,25,C,Powerline,43.49749,-116.2538,ID,Oct,0,1999,9,1,0,0,0,0.454953342
CHOCTAW #6,2,B,Arson,32.7797,-89.2686,MS,Oct,0,2015,12,0.1,0,0,0,0.200971144
WHAKATNA C,23,C,Lightning,64.9494,-156.8858,AK,Jun,2,1997,0,1,19.25212766,2.474468085,48.71276596,0.894553659
OXBOW,100,D,Miscellaneous,33.3903,-114.7077,AZ,Apr,1,2001,16,3,-1,-1,-1,0.444491505
A1305034,2,B,Arson,42.1119,-96.3742,NE,Mar,0,2005,9,0.1,0,0,0,0.26181268
FOX,1,B,Missing/Undefined,33.0278,-104.4406,NM,Jun,0,2013,16,0.1,0,0,0,0.343571624
WATUSI,5,B,Lightning,39.9814,-108.1723,CO,Jul,3,2001,0,0.1,19.50704225,4.226229508,35.08196721,0.375944801
A1303062,1,B,Miscellaneous,42.1119,-96.3447,NE,Oct,0,2003,9,0.1,0,0,0,0.261535585
700,4,B,Arson,34.4834,-94.6836,OK,Dec,0,1995,16,0.1,0,0,0,0.24986326
LAKESIDE DR/ GLADE SPRINGS,3,B,Arson,37.73666005,-81.0854837,WV,Apr,0,2012,0,0.1,0,0,0,0.124248832
TH1710,1,B,Arson,47.9783,-98.0268,ND,Jun,0,2004,15,0.1,0,0,0,0.275778858
INDIAN,3,B,Lightning,45.23333333,-106.1,MT,Jul,1,1998,9,0.1,-1,-1,-1,0.353817784
BOWLEGS1,500,E,Miscellaneous,35.1251,-96.6253,OK,Mar,0,2000,15,10,-1,-1,-1,0.267649403
FY2011-JACKSON-016,3.49,B,Arson,34.0656217,-83.58125389,GA,Mar,0,2011,16,0.1,0,0,0,0.148646145
TIJUANA JOHN,746.5,E,Lightning,41.7781,-114.5408,NV,Aug,5,2011,15,10,21.35702479,4.958677686,29.33057851,0.438341067
BARONA,2,B,Debris Burning,33,-116.8009,CA,Aug,0,1997,12,0.1,0,0,0,0.465836124
FY2011-JOHNSON-065,14.44,C,Debris Burning,32.71519658,-82.77164016,GA,Feb,0,2011,12,1,0,0,0,0.142331527
BEAR 2,280,D,Campfire,31.37666667,-110.3663889,AZ,Apr,1,2008,12,3,16.575,3.6,26.70833333,0.402704985
THOMAS CREEK PRESERVE (16),18.1,C,Lightning,30.4841,-81.7823,FL,Aug,0,2011,12,1,0,0,0,0.135180334
TOWNE PARK (53),7,B,Miscellaneous,27.97,-82.0192,FL,Mar,0,2013,12,0.1,0,0,0,0.139360256
BIRTHDAY,0.9,B,Equipment Use,45.3253,-101.9679,SD,Nov,0,2012,9,0.1,0,0,0,0.313874961
HWY 365 #1,39,C,Arson,34.55861111,-83.37861111,GA,Apr,0,2001,16,1,-1,-1,-1,0.146514351
FY2014-FANNIN-015,1.72,B,Debris Burning,34.89066667,-84.19397222,GA,Feb,0,2014,16,0.1,0,0,0,0.153605445
BEAR,1,B,Arson,40.701981,-122.269539,CA,May,0,2002,15,0.1,0,0,0,0.517313713
FY2015-BARROW-010,3.7,B,Debris Burning,33.97994444,-83.68533333,GA,Apr,0,2015,16,0.1,0,0,0,0.149633962
GROUSE,17,C,Lightning,33.3111111,-108.715278,NM,Jun,1,2010,16,1,28.26595745,3.776595745,22.95744681,0.385051669
LUCKY,22,C,Lightning,36.3722,-115.4578,NV,Jul,1,2006,0,1,-1,-1,-1,0.450154423
FY2011-COFFEE-095,0.6,B,Lightning,31.39929754,-82.82785119,GA,Jun,0,2011,12,0.1,0,0,0,0.143788739
LON LYONS FIRE,14.7,C,Arson,34.67638889,-83.60166667,GA,Mar,0,2006,16,1,-1,-1,-1,0.148434433
FRIED MEAT RIDGE,1,B,Debris Burning,39.39225118,-78.93126134,WV,Aug,0,1998,0,0.1,-1,-1,-1,0.104414848
TRACT 84,76,C,Debris Burning,44.8572,-108.3173,WY,Mar,2,2004,15,1,12.33333333,3.0125,31.83333333,0.375586429
BUCKHOLZ,4.6,B,Lightning,26.0517,-81.115,FL,Jul,0,2004,12,0.1,0,0,0,0.133064011
204,2.5,B,Lightning,43.9997,-120.9572,OR,Jun,30,2007,9,0.1,15.72102426,3.381621622,50.16256831,0.502619593
HIGHWAY E FIRE,140,D,Missing/Undefined,38.038611,-93.823056,MO,Feb,0,2004,0,3,0,0,0,0.239781942
BRONCO,105,D,Smoking,32.70166667,-116.5866667,CA,Jun,1,1997,12,3,0,0,0,0.463880413
SEWER SMOKE,2.11,B,Debris Burning,40.89361,-78.26583,PA,Apr,0,2015,15,0.1,0,0,0,0.097909004
WOOD PILE,5,B,Debris Burning,26.22416667,-98.35916667,TX,May,1,2008,12,0.1,27.08333333,2.9125,59.13888889,0.290898207
MANNSCHRIE,1,B,Lightning,35.1001,-98.5503,OK,Apr,0,1998,15,0.1,0,0,0,0.285828959
S.BOKCHIT2,7,B,Smoking,33.9978,-96.1405,OK,Jan,0,2005,16,0.1,-1,-1,-1,0.263815652
LAKES,6,B,Lightning,36.42,-112.2136111,AZ,May,3,2014,0,0.1,16.14027778,3.941666667,19.20833333,0.41767787
M TENT,0.6,B,Debris Burning,44.0728,-99.4418,SD,Aug,0,1994,15,0.1,0,0,0,0.290122374
RAILROAD,30,C,Railroad,33.65,-85.64083333,AL,Nov,18,1999,16,1,13.66058252,1.768688845,73.87878788,0.167424294
FY2012-CRISP-027,2.36,B,Debris Burning,31.85747535,-83.92978538,GA,Mar,0,2012,12,0.1,0,0,0,0.153301061
CASTLE RCK,1,B,Lightning,40.2999,-112.7175,UT,Sep,0,1995,14,0.1,0,0,0,0.420728057
FY2015-LOWNDES-003,1,B,Debris Burning,30.95571389,-83.36638889,GA,Aug,0,2014,12,0.1,0,0,0,0.148934099
PERKINS,20,C,Lightning,41.75833333,-123.4638889,CA,Aug,2,2004,15,1,0,0,0,0.529206296
PEABODY,1.1,B,Debris Burning,37.2136,-108.6776,CO,Jul,0,1995,0,0.1,0,0,0,0.382283009
NUNAVAKPAK,125,D,Lightning,60.9659,-162.7356,AK,Jul,1,1997,0,3,-1,-1,-1,0.961041791
WILDCAT TRAIL,2,B,Campfire,35.477517,-85.103783,TN,Sep,2,2010,15,0.1,21.6,1.458333333,54.85416667,0.161417692
FY2013-BROOKS-027,4.7,B,Debris Burning,30.88577222,-83.448,GA,Mar,0,2013,12,0.1,0,0,0,0.149717405
GRAY,0.8,B,Arson,39.31111111,-121.8077778,CA,Jun,0,2001,0,0.1,0,0,0,0.51318791
CRIMSON LA,35,C,Miscellaneous,37.29699,-82.94844,KY,Nov,1,2012,0,1,-1,-1,-1,0.141052043
RL372,17,C,Miscellaneous,47.8597,-94.8383,MN,Apr,0,2000,15,1,-1,-1,-1,0.245841533
CLEAR FORK,904,E,Arson,37.95486434,-81.46703892,WV,Mar,3,2000,0,10,15.81818182,2.582,35.36,0.127517741
ALTHOUSE,10.7,C,Miscellaneous,42.06222222,-123.5138889,OR,May,1,2002,9,1,11.7,2.641666667,34.54166667,0.529606871
FY2001-JENKINS-041,1.39,B,Debris Burning,32.6808,-82.0528,GA,Feb,0,2001,12,0.1,-1,-1,-1,0.135953093
FORBES TRAIL (58),2,B,Lightning,27.1064,-82.3314,FL,Sep,0,2014,12,0.1,0,0,0,0.142901712
HUNGRY,809,E,Lightning,36.565,-113.9825,AZ,Jul,3,2006,0,10,32.24189189,3.281081081,26.21621622,0.435242287
1262,2,B,Debris Burning,39.001211,-83.081033,OH,May,0,2015,0,0.1,0,0,0,0.141359853
FY2012-BUTTS-007,1.5,B,Debris Burning,33.20020374,-83.83547553,GA,Jan,0,2011,16,0.1,0,0,0,0.151503016
THOMAS,0.7,B,Children,41.569583,-120.408417,CA,Sep,0,2013,15,0.1,0,0,0,0.497856005
868,60,C,Miscellaneous,31.32979703,-90.48136762,MS,Oct,0,2015,12,1,0,0,0,0.213141875
VALLEY,10,C,Arson,43.5311,-100.7372,SD,Jul,0,2005,9,1,0,0,0,0.302630264
SUNDAY,1,B,Lightning,38.44944444,-76.24666667,MD,Sep,0,2005,0,0.1,-1,-1,-1,0.081413959
NE300013A,1,B,Arson,35.725,-94.5708,OK,Jan,0,2013,15,0.1,0,0,0,0.248040577
LARABEE /,1.5,B,Campfire,46.43166667,-112.4416667,MT,Aug,1,1995,9,0.1,19.55416667,1.954166667,41.08333333,0.41594442
LITTLE CANE CREEK FIRE,5,B,Debris Burning,36.69131,-84.16338,KY,Nov,0,2011,0,0.1,0,0,0,0.152257547
VIRGINIA,10,C,Arson,33.19444444,-86.14861111,AL,Mar,0,2000,16,1,0,0,0,0.172317878
MARVIN MARTIN ROAD (15),8,B,Debris Burning,29.6618,-83.0549,FL,Feb,0,2014,12,0.1,-1,-1,-1,0.1471697
POWER,517,E,Arson,35.45,-118.7816667,CA,May,0,1993,15,10,0,0,0,0.484326865
RD07-09,1448.5,F,Children,34.43723,-85.58283,AL,Dec,3,2006,16,50,1.978313253,2.86746988,49.3373494,0.166383906
KORB 1 FIRE,33,C,Debris Burning,30.19471667,-96.85716667,TX,Jun,0,2013,12,1,0,0,0,0.273307975
WALKER,86.1,C,Equipment Use,45.8472,-100.6747,SD,Mar,0,2015,15,1,0,0,0,0.301371232
BIG BRANCH,1,B,Debris Burning,37.135,-83.3199,KY,Nov,0,2015,0,0.1,0,0,0,0.144458485
FY2001-SCREVEN-027,0.91,B,Miscellaneous,32.9892,-81.6035,GA,Dec,0,2000,12,0.1,-1,-1,-1,0.13174472
10303,6,B,Arson,34.45388889,-95.13083333,OK,Nov,0,2012,16,0.1,0,0,0,0.254060466
FY2014-LUMPKIN-020,2.1,B,Debris Burning,34.60486667,-84.06579167,GA,Mar,0,2014,16,0.1,0,0,0,0.152636861
COUCH,4,B,Arson,42.2347,-96.435,NE,Apr,0,2015,9,0.1,0,0,0,0.262337979
BOARD,0.6,B,Debris Burning,38.91187261,-81.97612501,WV,Jun,0,1994,0,0.1,-1,-1,-1,0.131557454
RODEO,1,B,Lightning,35.97833333,-118.1716667,CA,Aug,1,1996,15,0.1,36.36363636,2.663636364,0,0.477810436
WOODS,1,B,Structure,40.87845,-121.674633,CA,Aug,0,2012,15,0.1,0,0,0,0.511120162
SELLECK,5,B,Railroad,42.7269,-113.1317,ID,Sep,1,2000,4,0.1,10.6,1.86,68.6,0.423894947
POSEY HOLLOW 2,1.7,B,Arson,34.64305556,-94.13333333,AR,Apr,0,2013,16,0.1,0,0,0,0.244629974
ALDER,1.4,B,Debris Burning,35.84111111,-121.4008333,CA,Feb,0,2012,15,0.1,0,0,0,0.510860253
CRUMB HOLLOW,10,C,Arson,35.9075,-83.13722222,TN,Oct,0,2001,15,1,0,0,0,0.143526774
FY2011-TOWNS-010,0.6,B,Debris Burning,34.96634385,-83.93528732,GA,Feb,0,2011,16,0.1,-1,-1,-1,0.151239067
ORCHARD ADDITION,0.8,B,Debris Burning,37.40585212,-80.80637502,WV,Feb,0,2001,0,0.1,0,0,0,0.121953797
E WILLIAMS,269.5,D,Miscellaneous,45.1183,-101.8446,SD,Sep,0,2005,9,3,0,0,0,0.312748325
BOGGER MTN #4,1,B,Debris Burning,36.9433,-83.9551,KY,Jan,0,2014,0,0.1,-1,-1,-1,0.150249237
LITTLE WHITE OAK,8,B,Arson,38.66990573,-81.10565259,WV,Nov,1,1994,0,0.1,-1,-1,-1,0.123949624
SIXTEEN BOXES,2.92,B,Debris Burning,40.78583,-78.40139,PA,Apr,0,2015,15,0.1,0,0,0,0.099142444
TORPY,4.4,B,Lightning,46.28583333,-112.405,MT,Aug,3,2008,9,0.1,-1,-1,-1,0.415612704
CORPORATION 98,1,B,Lightning,41.13055556,-120.1975,CA,Aug,1,1998,15,0.1,22.05263158,2.547368421,47.26315789,0.4958755
RL 128,1.5,B,Children,48.0142,-94.8217,MN,May,0,2013,15,0.1,0,0,0,0.245659791
CAR,1,B,Miscellaneous,32.18666667,-104.7683333,NM,Feb,0,1998,12,0.1,-1,-1,-1,0.34733905
10429,1,B,Debris Burning,34.23166666,-95.38100001,OK,Oct,0,2003,16,0.1,-1,-1,-1,0.256544379
REICHE,5,B,Miscellaneous,44.398667,-71.010778,ME,May,0,2013,15,0.1,0,0,0,0.034002555
ONEIDA FARMS,0.8,B,Arson,45.86357,-89.16507,WI,Apr,0,2012,15,0.1,0,0,0,0.193834089
RED TAIL,1,B,Fireworks,46.1728,-100.6606,ND,Jun,0,2013,9,0.1,0,0,0,0.301158528
